Reporting Area,MMWR Year,MMWR Week,"Rabies, Animal, Current week","Rabies, Animal, Current week, flag","Rabies, Animal, Previous 52 weeks Max†","Rabies, Animal, Previous 52 weeks Max†, flag","Rabies, Animal, Cum 2019†","Rabies, Animal, Cum 2019†, flag","Rabies, Animal, Cum 2018†","Rabies, Animal, Cum 2018†, flag","Rabies, Human, Current week","Rabies, Human, Current week, flag","Rabies, Human, Previous 52 weeks Max†","Rabies, Human, Previous 52 weeks Max†, flag","Rabies, Human, Cum 2019†","Rabies, Human, Cum 2019†, flag","Rabies, Human, Cum 2018†","Rabies, Human, Cum 2018†, flag",Location 1,Location 2,Reporting Area Sort
OKLAHOMA,2019,32,,-,7,,17,,14,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20193246
TEXAS,2019,32,1,,46,,32,,351,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20193247
MOUNTAIN,2019,32,1,,6,,26,,53,,,-,1,,,-,,-,,MOUNTAIN,20193248
ARIZONA,2019,32,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20193249
COLORADO,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20193250
IDAHO,2019,32,,-,3,,,-,1,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20193251
MONTANA,2019,32,1,,2,,6,,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20193252
NEVADA,2019,32,,-,2,,2,,7,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20193253
NEW MEXICO,2019,32,,-,2,,13,,9,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20193254
UTAH,2019,32,,-,1,,2,,7,,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",,20193255
WYOMING,2019,32,,-,3,,3,,29,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20193256
PACIFIC,2019,32,2,,40,,111,,107,,,-,0,,,-,,-,,PACIFIC,20193257
ALASKA,2019,32,,-,2,,7,,7,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20193258
CALIFORNIA,2019,32,2,,9,,102,,92,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20193259
HAWAII,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20193260
OREGON,2019,32,,-,3,,2,,8,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20193261
WASHINGTON,2019,32,,-,40,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20193262
US TERRITORIES,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20193263
AMERICAN SAMOA,2019,32,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20193264
NORTHERN MARIANA ISLANDS,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20193265
GUAM,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20193266
PUERTO RICO,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20193267
U.S. VIRGIN ISLANDS,2019,32,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20193268
NON-US RESIDENTS,2019,32,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20193269
TOTAL,2019,32,35,,102,,1188,,1735,,,-,1,,,-,1,,,TOTAL,20193270
US RESIDENTS,2019,33,48,,102,,1258,,1812,,,-,1,,,-,1,,,US RESIDENTS,20193301
NEW ENGLAND,2019,33,7,,8,,86,,121,,,-,0,,,-,,-,,NEW ENGLAND,20193302
CONNECTICUT,2019,33,,-,2,,8,,32,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20193303
MAINE,2019,33,1,,5,,44,,36,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20193304
MASSACHUSETTS,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20193305
NEW HAMPSHIRE,2019,33,,-,3,,13,,22,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20193306
RHODE ISLAND,2019,33,6,,5,,13,,16,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20193307
VERMONT,2019,33,,-,3,,8,,15,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20193308
MIDDLE ATLANTIC,2019,33,9,,30,,348,,393,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20193309
NEW JERSEY,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20193310
NEW YORK,2019,33,9,,29,,348,,390,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20193311
NEW YORK CITY,2019,33,,-,3,,,-,3,,,-,0,,,-,,-,,NEW YORK CITY,20193312
PENNSYLVANIA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20193313
EAST NORTH CENTRAL,2019,33,6,,24,,75,,123,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20193314
ILLINOIS,2019,33,2,,13,,29,,51,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20193315
INDIANA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20193316
MICHIGAN,2019,33,1,,7,,15,,54,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20193317
OHIO,2019,33,3,,6,,31,,18,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20193318
WISCONSIN,2019,33,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20193319
WEST NORTH CENTRAL,2019,33,2,,6,,58,,56,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20193320
IOWA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20193321
KANSAS,2019,33,,-,3,,29,,20,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20193322
MINNESOTA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20193323
MISSOURI,2019,33,1,,4,,16,,10,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20193324
NEBRASKA,2019,33,1,,2,,10,,14,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20193325
NORTH DAKOTA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20193326
SOUTH DAKOTA,2019,33,,-,2,,3,,12,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20193327
SOUTH ATLANTIC,2019,33,7,,68,,425,,509,,,-,1,,,-,1,,,SOUTH ATLANTIC,20193328
DELAWARE,2019,33,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20193329
DISTRICT OF COLUMBIA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20193330
FLORIDA,2019,33,,-,62,,90,,111,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20193331
GEORGIA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20193332
MARYLAND,2019,33,,-,10,,112,,175,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20193333
NORTH CAROLINA,2019,33,6,,12,,188,,204,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20193334
SOUTH CAROLINA,2019,33,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20193335
VIRGINIA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20193336
WEST VIRGINIA,2019,33,1,,5,,35,,19,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20193337
EAST SOUTH CENTRAL,2019,33,2,,8,,41,,48,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20193338
ALABAMA,2019,33,2,,4,,31,,36,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20193339
KENTUCKY,2019,33,,-,8,,9,,8,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20193340
MISSISSIPPI,2019,33,,-,1,,1,,4,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20193341
TENNESSEE,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20193342
WEST SOUTH CENTRAL,2019,33,8,,47,,77,,391,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20193343
ARKANSAS,2019,33,,-,7,,19,,19,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20193344
LOUISIANA,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20193345
OKLAHOMA,2019,33,,-,7,,17,,14,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20193346
TEXAS,2019,33,8,,46,,41,,358,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20193347
MOUNTAIN,2019,33,3,,6,,32,,57,,,-,1,,,-,,-,,MOUNTAIN,20193348
ARIZONA,2019,33,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20193349
COLORADO,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20193350
IDAHO,2019,33,,-,3,,,-,2,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20193351
MONTANA,2019,33,3,,2,,9,,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20193352
NEVADA,2019,33,,-,2,,2,,8,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20193353
NEW MEXICO,2019,33,,-,2,,15,,9,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20193354
UTAH,2019,33,,-,1,,3,,8,,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",,20193355
WYOMING,2019,33,,-,3,,3,,30,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20193356
PACIFIC,2019,33,4,,40,,116,,114,,,-,0,,,-,,-,,PACIFIC,20193357
ALASKA,2019,33,,-,2,,7,,8,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20193358
CALIFORNIA,2019,33,4,,9,,107,,97,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20193359
HAWAII,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20193360
OREGON,2019,33,,-,3,,2,,9,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20193361
WASHINGTON,2019,33,,-,40,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20193362
US TERRITORIES,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20193363
AMERICAN SAMOA,2019,33,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20193364
NORTHERN MARIANA ISLANDS,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20193365
GUAM,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20193366
PUERTO RICO,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20193367
U.S. VIRGIN ISLANDS,2019,33,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20193368
NON-US RESIDENTS,2019,33,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20193369
TOTAL,2019,33,48,,102,,1258,,1812,,,-,1,,,-,1,,,TOTAL,20193370
US RESIDENTS,2019,34,45,,102,,1318,,1909,,,-,1,,,-,1,,,US RESIDENTS,20193401
NEW ENGLAND,2019,34,4,,8,,91,,127,,,-,0,,,-,,-,,NEW ENGLAND,20193402
CONNECTICUT,2019,34,,-,2,,8,,33,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20193403
MAINE,2019,34,4,,5,,49,,41,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20193404
MASSACHUSETTS,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20193405
NEW HAMPSHIRE,2019,34,,-,3,,13,,22,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20193406
RHODE ISLAND,2019,34,,-,6,,13,,16,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20193407
VERMONT,2019,34,,-,3,,8,,15,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20193408
MIDDLE ATLANTIC,2019,34,13,,30,,361,,414,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20193409
NEW JERSEY,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20193410
NEW YORK,2019,34,13,,29,,361,,410,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20193411
NEW YORK CITY,2019,34,,-,3,,,-,4,,,-,0,,,-,,-,,NEW YORK CITY,20193412
PENNSYLVANIA,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20193413
EAST NORTH CENTRAL,2019,34,5,,17,,80,,140,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20193414
ILLINOIS,2019,34,5,,7,,34,,58,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20193415
INDIANA,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20193416
MICHIGAN,2019,34,,-,6,,15,,60,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20193417
OHIO,2019,34,,-,6,,31,,22,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20193418
WISCONSIN,2019,34,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20193419
WEST NORTH CENTRAL,2019,34,4,,6,,65,,62,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20193420
IOWA,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20193421
KANSAS,2019,34,,-,3,,29,,22,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20193422
MINNESOTA,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20193423
MISSOURI,2019,34,1,,4,,17,,11,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20193424
NEBRASKA,2019,34,2,,2,,12,,16,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20193425
NORTH DAKOTA,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20193426
SOUTH DAKOTA,2019,34,1,,2,,7,,13,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20193427
SOUTH ATLANTIC,2019,34,8,,68,,436,,520,,,-,1,,,-,1,,,SOUTH ATLANTIC,20193428
DELAWARE,2019,34,,-,0,,,-,,-,,-,1,,,-,,-,"DELAWARE
(38.994926, -75.452394)",,20193429
DISTRICT OF COLUMBIA,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20193430
FLORIDA,2019,34,,-,62,,93,,111,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20193431
GEORGIA,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20193432
MARYLAND,2019,34,,-,10,,112,,180,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20193433
NORTH CAROLINA,2019,34,7,,12,,195,,210,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20193434
SOUTH CAROLINA,2019,34,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20193435
VIRGINIA,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20193436
WEST VIRGINIA,2019,34,1,,5,,36,,19,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20193437
EAST SOUTH CENTRAL,2019,34,1,,8,,42,,51,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20193438
ALABAMA,2019,34,1,,4,,32,,39,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20193439
KENTUCKY,2019,34,,-,8,,9,,8,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20193440
MISSISSIPPI,2019,34,,-,1,,1,,4,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20193441
TENNESSEE,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20193442
WEST SOUTH CENTRAL,2019,34,8,,47,,85,,415,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20193443
ARKANSAS,2019,34,,-,7,,19,,20,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20193444
LOUISIANA,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20193445
OKLAHOMA,2019,34,,-,7,,17,,14,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20193446
TEXAS,2019,34,8,,46,,49,,381,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20193447
MOUNTAIN,2019,34,1,,6,,36,,60,,,-,1,,,-,,-,,MOUNTAIN,20193448
ARIZONA,2019,34,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20193449
COLORADO,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20193450
IDAHO,2019,34,,-,3,,,-,5,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20193451
MONTANA,2019,34,1,,4,,11,,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20193452
NEVADA,2019,34,,-,2,,4,,8,,,-,0,,,-,,-,"NEVADA
(39.283294, -114.916992)",,20193453
NEW MEXICO,2019,34,,-,2,,15,,9,,,-,0,,,-,,-,"NEW MEXICO
(34.421369, -106.108388)",,20193454
UTAH,2019,34,,-,1,,3,,8,,,-,1,,,-,,-,"UTAH
(39.323779, -111.678222)",,20193455
WYOMING,2019,34,,-,3,,3,,30,,,-,0,,,-,,-,"WYOMING
(42.999627, -107.55145)",,20193456
PACIFIC,2019,34,1,,40,,122,,120,,,-,0,,,-,,-,,PACIFIC,20193457
ALASKA,2019,34,,-,2,,7,,8,,,-,0,,,-,,-,"ALASKA
(63.631126, -151.631889)",,20193458
CALIFORNIA,2019,34,1,,9,,113,,103,,,-,0,,,-,,-,"CALIFORNIA
(37.211164, -119.662127)",,20193459
HAWAII,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"HAWAII
(21.361013, -157.854309)",,20193460
OREGON,2019,34,,-,3,,2,,9,,,-,0,,,-,,-,"OREGON
(43.940449, -120.605279)",,20193461
WASHINGTON,2019,34,,-,40,,,-,,-,,-,0,,,-,,-,"WASHINGTON
(47.411715, -120.592492)",,20193462
US TERRITORIES,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20193463
AMERICAN SAMOA,2019,34,,U,,NC,,U,,U,,-,0,,,-,,-,,AMERICAN SAMOA,20193464
NORTHERN MARIANA ISLANDS,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",,20193465
GUAM,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"GUAM
(13.3532, 144.653198)",,20193466
PUERTO RICO,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",,20193467
U.S. VIRGIN ISLANDS,2019,34,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",,20193468
NON-US RESIDENTS,2019,34,,-,,NC,,-,,NP,,-,,NC,,-,,NP,,NON-US RESIDENTS,20193469
TOTAL,2019,34,45,,102,,1318,,1909,,,-,1,,,-,1,,,TOTAL,20193470
US RESIDENTS,2019,35,53,,102,,1390,,2011,,,-,1,,,-,2,,,US RESIDENTS,20193501
NEW ENGLAND,2019,35,4,,8,,97,,130,,,-,0,,,-,,-,,NEW ENGLAND,20193502
CONNECTICUT,2019,35,,-,2,,8,,33,,,-,0,,,-,,-,"CONNECTICUT
(41.575155, -72.738288)",,20193503
MAINE,2019,35,1,,4,,50,,44,,,-,0,,,-,,-,"MAINE
(45.117911, -69.06137)",,20193504
MASSACHUSETTS,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"MASSACHUSETTS
(42.151077, -71.481104)",,20193505
NEW HAMPSHIRE,2019,35,2,,3,,15,,22,,,-,0,,,-,,-,"NEW HAMPSHIRE
(43.680429, -71.57139)",,20193506
RHODE ISLAND,2019,35,1,,6,,14,,16,,,-,0,,,-,,-,"RHODE ISLAND
(41.572574, -71.534637)",,20193507
VERMONT,2019,35,,-,3,,10,,15,,,-,0,,,-,,-,"VERMONT
(44.075252, -72.662695)",,20193508
MIDDLE ATLANTIC,2019,35,12,,30,,373,,444,,,-,0,,,-,,-,,MIDDLE ATLANTIC,20193509
NEW JERSEY,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"NEW JERSEY
(40.110253, -74.655514)",,20193510
NEW YORK,2019,35,12,,29,,373,,439,,,-,0,,,-,,-,"NEW YORK
(42.921241, -75.59655)",,20193511
NEW YORK CITY,2019,35,,-,3,,,-,5,,,-,0,,,-,,-,,NEW YORK CITY,20193512
PENNSYLVANIA,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"PENNSYLVANIA
(40.896694, -77.838886)",,20193513
EAST NORTH CENTRAL,2019,35,6,,13,,90,,153,,,-,0,,,-,,-,,EAST NORTH CENTRAL,20193514
ILLINOIS,2019,35,5,,7,,41,,63,,,-,0,,,-,,-,"ILLINOIS
(40.124144, -89.148632)",,20193515
INDIANA,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"INDIANA
(39.919991, -86.2818)",,20193516
MICHIGAN,2019,35,,-,3,,17,,62,,,-,0,,,-,,-,"MICHIGAN
(44.874798, -85.730977)",,20193517
OHIO,2019,35,1,,6,,32,,28,,,-,0,,,-,,-,"OHIO
(40.415534, -82.70936)",,20193518
WISCONSIN,2019,35,,N,,NC,,N,,N,,-,0,,,-,,-,"WISCONSIN
(44.639954, -89.732969)",,20193519
WEST NORTH CENTRAL,2019,35,1,,5,,66,,64,,,-,0,,,-,,-,,WEST NORTH CENTRAL,20193520
IOWA,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"IOWA
(42.074659, -93.500061)",,20193521
KANSAS,2019,35,,-,3,,29,,23,,,-,0,,,-,,-,"KANSAS
(38.484729, -98.38018)",,20193522
MINNESOTA,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"MINNESOTA
(46.349153, -94.198308)",,20193523
MISSOURI,2019,35,,-,4,,17,,12,,,-,0,,,-,,-,"MISSOURI
(38.3675, -92.477244)",,20193524
NEBRASKA,2019,35,1,,2,,13,,16,,,-,0,,,-,,-,"NEBRASKA
(41.527099, -99.810595)",,20193525
NORTH DAKOTA,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"NORTH DAKOTA
(47.446305, -100.46931)",,20193526
SOUTH DAKOTA,2019,35,,-,2,,7,,13,,,-,0,,,-,,-,"SOUTH DAKOTA
(44.43614, -100.230491)",,20193527
SOUTH ATLANTIC,2019,35,16,,68,,453,,540,,,-,1,,,-,2,,,SOUTH ATLANTIC,20193528
DELAWARE,2019,35,,-,0,,,-,,-,,-,1,,,-,1,,"DELAWARE
(38.994926, -75.452394)",,20193529
DISTRICT OF COLUMBIA,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.904785, -77.016275)",,20193530
FLORIDA,2019,35,,-,62,,94,,111,,,-,0,,,-,1,,"FLORIDA
(28.260731, -82.420978)",,20193531
GEORGIA,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"GEORGIA
(32.638481, -83.426574)",,20193532
MARYLAND,2019,35,,-,10,,112,,187,,,-,0,,,-,,-,"MARYLAND
(38.946466, -76.687282)",,20193533
NORTH CAROLINA,2019,35,15,,12,,210,,220,,,-,0,,,-,,-,"NORTH CAROLINA
(35.52603, -79.130883)",,20193534
SOUTH CAROLINA,2019,35,,N,,NC,,N,,N,,-,0,,,-,,-,"SOUTH CAROLINA
(33.878572, -80.864614)",,20193535
VIRGINIA,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"VIRGINIA
(37.510861, -78.666382)",,20193536
WEST VIRGINIA,2019,35,1,,5,,37,,22,,,-,0,,,-,,-,"WEST VIRGINIA
(38.642579, -80.613729)",,20193537
EAST SOUTH CENTRAL,2019,35,1,,8,,43,,52,,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20193538
ALABAMA,2019,35,1,,4,,33,,40,,,-,0,,,-,,-,"ALABAMA
(32.756889, -86.844516)",,20193539
KENTUCKY,2019,35,,-,8,,9,,8,,,-,0,,,-,,-,"KENTUCKY
(37.526683, -85.290484)",,20193540
MISSISSIPPI,2019,35,,-,1,,1,,4,,,-,0,,,-,,-,"MISSISSIPPI
(32.713378, -89.65344)",,20193541
TENNESSEE,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"TENNESSEE
(35.842998, -86.343226)",,20193542
WEST SOUTH CENTRAL,2019,35,11,,47,,98,,442,,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20193543
ARKANSAS,2019,35,3,,7,,22,,22,,,-,0,,,-,,-,"ARKANSAS
(34.899825, -92.439162)",,20193544
LOUISIANA,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"LOUISIANA
(30.921314, -91.840238)",,20193545
OKLAHOMA,2019,35,,-,7,,17,,14,,,-,0,,,-,,-,"OKLAHOMA
(35.583449, -97.508297)",,20193546
TEXAS,2019,35,8,,46,,59,,406,,,-,0,,,-,,-,"TEXAS
(31.447238, -99.317341)",,20193547
MOUNTAIN,2019,35,,-,6,,36,,64,,,-,1,,,-,,-,,MOUNTAIN,20193548
ARIZONA,2019,35,,N,,NC,,N,,N,,-,0,,,-,,-,"ARIZONA
(34.293239, -111.664616)",,20193549
COLORADO,2019,35,,-,0,,,-,,-,,-,0,,,-,,-,"COLORADO
(38.998552, -105.547832)",,20193550
IDAHO,2019,35,,-,2,,,-,6,,,-,0,,,-,,-,"IDAHO
(44.389073, -114.659366)",,20193551
MONTANA,2019,35,,-,4,,11,,,-,,-,0,,,-,,-,"MONTANA
(47.033521, -109.645127)",,20193552
